OID_;COD_SITO;COD_PRELIEVO;SITO;FOGLIO;PARTICELLA;COMUNE;MATRICE;ANALITA;VALORE;STATO_SUPERAMENTI;RISCHIO;NRIC;UNITA_M_MANGIMI;UNITA_M_VEGETALI
110;ID105F15P129A;ID105F15P129A;105;15,000000000000000;129A;VILLA LITERNO;ERBA;DIBENZO (A,H) ANTRACENE;0,200000000000000;0,000000000000000;2a;201579212; ;ug/kg
111;ID105F15P129A;ID105F15P129A;105;15,000000000000000;129A;VILLA LITERNO;ERBA;BENZO (A) ANTRACENE;1,000000000000000;0,000000000000000;2a;201579212; ;ug/kg
112;ID105F15P129A;ID105F15P129A;105;15,000000000000000;129A;VILLA LITERNO;ERBA;BENZO (K) FLUORANTENE;0,200000000000000;0,000000000000000;2a;201579212; ;ug/kg
113;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;NICHEL;1,630000000000000;0,000000000000000;2a;201579239; ;mg/kg
114;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;MOLIBDENO;3,160000000000000;0,000000000000000;2a;201579239; ;mg/kg
115;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;MERCURIO;0,050000000000000;0,000000000000000;2a;201579239; ;mg/kg
116;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;MERCURIO;0,022100000000000;0,000000000000000;2a;201579239; ;mg/kg
117;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;ZINCO;43,500000000000000;0,000000000000000;2a;201579239; ;mg/kg
118;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;VANADIO;0,399000000000000;0,000000000000000;2a;201579239; ;mg/kg
119;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;URANIO;0,017600000000000;0,000000000000000;2a;201579239; ;mg/kg
120;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;TRANS - CLORDANO (ISOMERO GAMMA);0,001000000000000;0,000000000000000;2a;201579239; ;mg/kg
121;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;TALLIO;0,056000000000000;0,000000000000000;2a;201579239; ;mg/kg
122;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;STRONZIO;89,700000000000003;0,000000000000000;2a;201579239; ;mg/kg
123;ID105F15P129B;ID105F15P129B;105;15,000000000000000;129B;VILLA LITERNO;ERBA;STAGNO;0,057700000000000;0,000000000000000;2a;201579239; ;mg/kg
124;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;CROMO;0,563000000000000;0,000000000000000;2a;201577152; ;mg/kg
125;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;COBALTO;0,154000000000000;0,000000000000000;2a;201577152; ;mg/kg
126;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;URANIO;0,011000000000000;0,000000000000000;2a;201574220; ;mg/kg
127;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;SELENIO;0,016500000000000;0,000000000000000;2a;201574220; ;mg/kg
128;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;VANADIO;0,159000000000000;0,000000000000000;2a;201574220; ;mg/kg
129;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;TALLIO;0,004030000000000;0,000000000000000;2a;201574220; ;mg/kg
130;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;STRONZIO;7,890000000000001;0,000000000000000;2a;201574220; ;mg/kg
131;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;ZINCO;8,580000000000000;0,000000000000000;2a;201574220; ;mg/kg
132;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;RAME;1,750000000000000;0,000000000000000;2a;201574220; ;mg/kg
133;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;STAGNO;0,017500000000000;0,000000000000000;2a;201574220; ;mg/kg
134;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;PIOMBO;0,330000000000000;0,000000000000000;2a;201574220; ;mg/kg
135;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;NICHEL;0,319000000000000;0,000000000000000;2a;201574220; ;mg/kg
136;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;MOLIBDENO;0,444000000000000;0,000000000000000;2a;201574220; ;mg/kg
137;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;MERCURIO;0,050000000000000;0,000000000000000;2a;201574220; ;mg/kg
138;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;MERCURIO;0,004510000000000;0,000000000000000;2a;201574220; ;mg/kg
139;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;MANGANESE;10,990000000000000;0,000000000000000;2a;201574220; ;mg/kg
140;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;CROMO;0,706000000000000;0,000000000000000;2a;201574220; ;mg/kg
141;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;COBALTO;0,038900000000000;0,000000000000000;2a;201574220; ;mg/kg
142;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;CADMIO;0,010000000000000;0,000000000000000;2a;201574220; ;mg/kg
143;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;BERILLIO;0,003720000000000;0,000000000000000;2a;201574220; ;mg/kg
144;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;ARSENICO;0,300000000000000;0,000000000000000;2a;201574220; ;mg/kg
145;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;ARSENICO;0,036200000000000;0,000000000000000;2a;201574220; ;mg/kg
146;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;ANTIMONIO;0,008510000000000;0,000000000000000;2a;201574220; ;mg/kg
147;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;HXCB-157;0,115000000000000;0,000000000000000;2a;201574220; ;ng/kg
148;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;HXCB-156;0,470000000000000;0,000000000000000;2a;201574220; ;ng/kg
149;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;HPCB-189;0,077000000000000;0,000000000000000;2a;201574220; ;ng/kg
150;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;HXCB-169;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
151;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;PECB-123;0,013000000000000;0,000000000000000;2a;201574220; ;ng/kg
152;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;TECB-81;0,038000000000000;0,000000000000000;2a;201574220; ;ng/kg
153;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;HXCB-167;0,326000000000000;0,000000000000000;2a;201574220; ;ng/kg
154;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;PECB-126;0,106000000000000;0,000000000000000;2a;201574220; ;ng/kg
155;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;PECB-118;4,387000000000000;0,000000000000000;2a;201574220; ;ng/kg
156;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;PECB-114;0,202000000000000;0,000000000000000;2a;201574220; ;ng/kg
157;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;PECB-105;1,824000000000000;0,000000000000000;2a;201574220; ;ng/kg
158;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;O8CDF;0,002000000000000;0,000000000000000;2a;201574220; ;ng/kg
159;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;O8CDD;0,125000000000000;0,000000000000000;2a;201574220; ;ng/kg
160;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;TECB-77;0,557000000000000;0,000000000000000;2a;201574220; ;ng/kg
161;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDF;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
162;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDD;0,014000000000000;0,000000000000000;2a;201574220; ;ng/kg
163;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,4,7,8,9-H7CDF;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
164;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDF;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
165;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;2,3,7,8-T4CDF;0,002000000000000;0,000000000000000;2a;201574220; ;ng/kg
166;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDD;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
167;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDF;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
168;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;2,3,4,7,8-P5CDF;0,010000000000000;0,000000000000000;2a;201574220; ;ng/kg
169;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;2,3,4,6,7,8-H6CDF;0,010000000000000;0,000000000000000;2a;201574220; ;ng/kg
170;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDD;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
171;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,7,8-P5CDD;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
172;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDF;0,010000000000000;0,000000000000000;2a;201574220; ;ng/kg
173;ID100F2P20;ID100F2P20;100;2,000000000000000;20;VILLA LITERNO;ERBA;2,3,7,8-T4CDD;0,001000000000000;0,000000000000000;2a;201574220; ;ng/kg
468;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;ARSENICO;0,524000000000000;0,000000000000000;2a;201577152; ;mg/kg
469;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;ARSENICO;0,300000000000000;0,000000000000000;2a;201577152; ;mg/kg
470;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;ANTIMONIO;0,039100000000000;0,000000000000000;2a;201577152; ;mg/kg
471;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;NICHEL;1,350000000000000;0,000000000000000;2a;201577152; ;mg/kg
472;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;MOLIBDENO;1,840000000000000;0,000000000000000;2a;201577152; ;mg/kg
473;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;MERCURIO;0,050000000000000;0,000000000000000;2a;201577152; ;mg/kg
474;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;MERCURIO;0,023300000000000;0,000000000000000;2a;201577152; ;mg/kg
475;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;MANGANESE;0,000000000000000;0,000000000000000;2a;201577152; ;mg/kg
476;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;2,3,4,6,7,8-H6CDF;0,001000000000000;0,000000000000000;2a;201577152; ;ng/kg
477;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;2,3,7,8-T4CDF;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
478;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDF;0,001000000000000;0,000000000000000;2a;201577152; ;ng/kg
479;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;2,3,7,8-T4CDD;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
480;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;2,3,4,7,8-P5CDF;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
481;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,7,8-P5CDF;0,033000000000000;0,000000000000000;2a;201577152; ;ng/kg
482;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDD;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
483;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDF;0,001000000000000;0,000000000000000;2a;201577152; ;ng/kg
484;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDD;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
485;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDF;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
486;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDD;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
487;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,4,7,8,9-H7CDF;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
488;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDF;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
489;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDD;0,028000000000000;0,000000000000000;2a;201577152; ;ng/kg
490;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;1,2,3,7,8-P5CDD;0,004000000000000;0,000000000000000;2a;201577152; ;ng/kg
491;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;PECB-126;0,193000000000000;0,000000000000000;2a;201577152; ;ng/kg
492;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;PECB-123;0,169000000000000;0,000000000000000;2a;201577152; ;ng/kg
493;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;PECB-118;5,894000000000000;0,000000000000000;2a;201577152; ;ng/kg
494;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;PECB-114;0,226000000000000;0,000000000000000;2a;201577152; ;ng/kg
495;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;PECB-105;2,519000000000000;0,000000000000000;2a;201577152; ;ng/kg
496;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;O8CDF;0,004000000000000;0,000000000000000;2a;201577152; ;ng/kg
497;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;O8CDD;0,033000000000000;0,000000000000000;2a;201577152; ;ng/kg
498;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;TECB-81;0,038000000000000;0,000000000000000;2a;201577152; ;ng/kg
499;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;TECB-77;0,550000000000000;0,000000000000000;2a;201577152; ;ng/kg
500;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;HXCB-169;0,002000000000000;0,000000000000000;2a;201577152; ;ng/kg
501;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;HXCB-167;0,498000000000000;0,000000000000000;2a;201577152; ;ng/kg
502;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;HXCB-157;0,263000000000000;0,000000000000000;2a;201577152; ;ng/kg
503;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;HXCB-156;1,081000000000000;0,000000000000000;2a;201577152; ;ng/kg
504;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;HPCB-189;0,103000000000000;0,000000000000000;2a;201577152; ;ng/kg
505;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-LB;0,060900000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
506;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCB-TEQ-LB;0,057000000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
507;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCB-TEQ-UB;0,057000000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
508;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-MB;0,085100000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
509;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-UB;0,085100000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
510;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-LB;0,003700000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
511;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-MB;0,015800000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
512;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-UB;0,027800000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
513;ID106F15P149A;ID106F15P149A;106;15,000000000000000;149A;VILLA LITERNO;ERBA;WHO-PCB-TEQ-MB;0,057200000000000;0,000000000000000;2a;201577152; ;ng-TEQ/kg
514;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;ALACLOR;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
515;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;4,4 DDT;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
516;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;4,4 DDE;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
517;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;4,4 DDD;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
518;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;2,4 DDT;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
519;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;2,4 DDE;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
520;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;2,4 DDD;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
521;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;ESACLOROBENZENE;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
522;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
523;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
524;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;EPTACLORO;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
525;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;ENDRIN;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
526;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;ENDOSULFAN SOLFATO;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
527;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;DIELDRIN;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
528;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;DELTA-HCH;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
529;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;CADMIO;0,010000000000000;0,000000000000000;2a;201585985;mg/kg; 
530;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;ALDRIN;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
531;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;PIOMBO;0,020000000000000;0,000000000000000;2a;201585985;mg/kg; 
532;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
533;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
534;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;SOMMATORIA  HCH;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
535;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
536;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;ISODRIN;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
537;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;SOMMA CIS/TRANS CLORDANO;0,001000000000000;0,000000000000000;2a;201585985;mg/kg; 
538;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;HCH - BETA;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
539;ID109F15P399;ID109F15P399;109;15,000000000000000;399;VILLA LITERNO;POMODORI;HCH - ALFA;0,002000000000000;0,000000000000000;2a;201585985;mg/kg; 
540;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;MANGANESE;44,399999999999999;0,000000000000000;2a;201577376; ;mg/kg
541;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;MERCURIO;0,005270000000000;0,000000000000000;2a;201577376; ;mg/kg
542;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;PIOMBO;0,110000000000000;0,000000000000000;2a;201577376; ;mg/kg
543;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;ARSENICO;0,300000000000000;0,000000000000000;2a;201577376; ;mg/kg
544;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;CROMO;0,137000000000000;0,000000000000000;2a;201577376; ;mg/kg
545;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;COBALTO;0,016700000000000;0,000000000000000;2a;201577376; ;mg/kg
546;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;CADMIO;0,010000000000000;0,000000000000000;2a;201577376; ;mg/kg
547;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;BERILLIO;0,001750000000000;0,000000000000000;2a;201577376; ;mg/kg
548;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;ARSENICO;0,037700000000000;0,000000000000000;2a;201577376; ;mg/kg
549;ID124F38P274B;ID124F38P274B;124;38,000000000000000;274B;VILLA LITERNO;ERBA;WHO-PCB-TEQ-MB;0,030700000000000;0,000000000000000;2a;201575977; ;ng-TEQ/kg
216;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;ZINCO;13,500000000000000;0,000000000000000;2a;201577376; ;mg/kg
217;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;URANIO;0,008960000000000;0,000000000000000;2a;201577376; ;mg/kg
218;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;VANADIO;0,103000000000000;0,000000000000000;2a;201577376; ;mg/kg
219;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;STRONZIO;20,600000000000001;0,000000000000000;2a;201577376; ;mg/kg
220;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;RAME;2,540000000000000;0,000000000000000;2a;201577376; ;mg/kg
221;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;SELENIO;0,039100000000000;0,000000000000000;2a;201577376; ;mg/kg
222;ID111F15P5232;ID111F15P5232;111;15,000000000000000;5232;VILLA LITERNO;ERBA;NICHEL;0,340000000000000;0,000000000000000;2a;201577376; ;mg/kg
